reference,date,title,type,subject,status,url
2021/2015(INI),2021-03-11,Vers un transport par voies navigables intérieures pérenne en Europe,INI,"[""3.20.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2015(INI)&l=fr
2021/0049(COD),2021-02-23,Partenariat européen pour la métrologie,COD,"[""2.10.03"", ""3.40.11"", ""3.50.01.05"", ""3.50.04"", ""3.50.20""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0049(COD)&l=fr
2019/0001B(COD),2019-01-07,Règlement concernant des modifications corrélatives  de l'ETIAS: ECRIS-TCN,COD,"[""7.30.05"", ""7.40.04"", ""7.10.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/0001B(COD)&l=fr
2020/2795(RPS),2020-09-10,Résolution sur le projet de règlement de la Commission modifiant l’annexe du règlement (UE) nº 231/2012 établissant les spécifications des additifs alimentaires énumérés aux annexes II et III du règlement (CE) nº 1333/2008 en ce qui concerne les spécifications du dioxyde de titane (E 171),RPS,"[""3.10.10"", ""4.60.04.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2795(RPS)&l=fr
2020/2846(RSP),2020-12-14,Résolution relative à l’initiative citoyenne européenne intitulée «Minority SafePack – Nous sommes un million à signer pour la diversité de l’Europe»,RSP,"[""1.20""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2846(RSP)&l=fr
2023/2120(INI),2023-07-12,Activités du Médiateur européen – rapport annuel 2022,INI,"[""1.20.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2120(INI)&l=fr
2020/2123(INI),2020-09-17,Banque centrale européenne - rapport annuel 2020,INI,"[""5.20.03""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2123(INI)&l=fr
2021/2002(INI),2021-02-11,Coopération en matière de lutte contre la criminalité organisée dans les Balkans occidentaux,INI,"[""7.30.30"", ""6.40.03""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2002(INI)&l=fr
2020/2876(RSP),2020-11-25,Résolution sur l’interdiction de fait du droit à l’avortement en Pologne,RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2876(RSP)&l=fr
2021/2156(DEC),2021-06-30,Décharge 2020 : entreprise commune Shift2Rail (SHIFT2RAIL),DEC,"[""8.70.03.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2156(DEC)&l=fr
2020/0379(COD),2020-12-23,Équivalence des inspections sur pied et équivalence des contrôles des sélections conservatrices des espèces de plantes agricoles effectués au Royaume-Uni,COD,"[""Royaume-Uni"", ""Pays"", ""3.10.03"", ""3.10.06"", ""6.20.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0379(COD)&l=fr
2023/0369(COD),2023-10-17,"Modification de certaines directives sur les denrées et ingrédients alimentaires, les émissions sonores à l’extérieur, les droits des patients et les équipements radioélectriques en ce qui concerne certaines exigences de déclaration",COD,"[""3.30.01"", ""3.10.10"", ""4.20"", ""3.30.04"", ""3.30.06"", ""3.70.07"", ""4.60.04.04""]",En attente de la signature de l'acte,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0369(COD)&l=fr
2021/2048(REG),2021-05-20,"Modifications du règlement intérieur du Parlement concernant les articles 99, 197, 213, 214, 222, 223, 230 et 235, l'annexe V et l'ajout d'un nouvel article 106 bis",REG,"[""8.40.01.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2048(REG)&l=fr
2019/2204(INI),2019-12-19,Mise en œuvre de la directive 2009/81/CE relative aux appels d'offre dans les domaines de la défense et de la sécurité et de la directive 2009/43/CE relative aux transferts de produits liés à la défense,INI,"[""2.80"", ""6.10.02"", ""3.40.09"", ""2.10.02"", ""2.10.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2204(INI)&l=fr
2022/2060(INI),2022-07-07,Politique de concurrence - rapport annuel 2022,INI,"[""2.60""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2060(INI)&l=fr
2023/2075(INI),2023-06-15,Maladies non transmissibles,INI,"[""4.20.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2075(INI)&l=fr
2019/2907(DEA),2019-10-31,Infrastructures énergétiques transeuropéennes: liste des projets d'intérêt commun de l'Union,DEA,"[""3.60.06""]",Procédure terminée - acte délégué entre en vigueur,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2907(DEA)&l=fr
2022/2586(RSO),2022-03-10,"Décision sur la constitution, l’objet de l’enquête, les compétences, la composition numérique et la durée du mandat de la commission d’enquête chargée d’enquêter sur l’utilisation de Pegasus et de logiciels espions de surveillance équivalents",RSO,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2586(RSO)&l=fr
2021/2507(RSP),2021-01-21,"Résolution sur la situation des droits de l’homme au Viêt Nam, en particulier le cas des journalistes défenseurs des droits de l’homme Pham Chi Dung, Nguyen Tuong Thuy et Le Huu Minh Tuan",RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2507(RSP)&l=fr
2022/2188(INI),2022-12-15,Rapport d’exécution sur l’accord de commerce et de coopération UE-Royaume-Uni,INI,"[""Royaume-Uni"", ""Pays"", ""6.20.03"", ""6.40""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2188(INI)&l=fr
2021/2098(INI),2021-07-08,La santé mentale dans le monde du travail numérique,INI,"[""4.20"", ""3.30.06"", ""4.15.15""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2098(INI)&l=fr
2021/2074(INI),2021-06-10,L'impact des réformes fiscales nationales sur l'économie de l'UE,INI,"[""5.03"", ""5.05"", ""2.70""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2074(INI)&l=fr
2019/2156(INI),2019-07-23,Le rôle de l'UE en matière de protection et de restauration des forêts de la planète,INI,"[""3.10.11"", ""3.70.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2156(INI)&l=fr
2019/2196(INI),2019-12-19,Rapport annuel sur le fonctionnement de l'espace Schengen,INI,"[""7.10.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2196(INI)&l=fr
2021/0201(COD),2021-07-14,"L'utilisation des terres, du changement d'affectation des terres et de la foresterie (UTCATF)",COD,"[""3.10.11"", ""3.70.02"", ""3.70.03"", ""3.70.18"", ""3.10.14.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0201(COD)&l=fr
2019/2081(DEC),2019-06-27,Décharge 2018: Agence de l'Union européenne pour les chemins de fer (AFE),DEC,"[""8.70.03.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2081(DEC)&l=fr
2019/2993(RSP),2019-12-18,Résolution sur la répression violente des récentes  manifestations en Iran,RSP,"[""Iran"", ""Pays"", ""6.10.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2993(RSP)&l=fr
2017/0121(COD),2017-05-31,Détachement de conducteurs dans le secteur du transport routier,COD,"[""4.15.03"", ""3.20.05"", ""3.20.06"", ""3.20.10"", ""4.15.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2017/0121(COD)&l=fr
2023/2922(DEA),2023-10-17,"Ajustement des critères de taille pour les micro-, petites, moyennes et grandes entreprises ou pour les groupes",DEA,"[""3.45.02"", ""3.45.03"", ""3.45.01"", ""2.50.10"", ""3.45.08""]",Procédure terminée - acte délégué entre en vigueur,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2922(DEA)&l=fr
2023/2058(INI),2023-05-11,Le rôle de la politique fiscale en temps de crise,INI,"[""3.45.04"", ""2.70""]",Procédure rejetée  ,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2058(INI)&l=fr
2021/2786(RSP),2021-07-08,"Résolution sur Hong Kong, notamment l’affaire de l’Apple Daily",RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2786(RSP)&l=fr
2021/0376(COD),2021-11-25,Amendements à la directive sur les gestionnaires de fonds d'investissement alternatifs (GFIA) et à la directive sur les organismes de placement collectif en valeurs mobilières (OPCVM),COD,"[""2.50.03"", ""2.50.10"", ""2.50.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0376(COD)&l=fr
2022/2198(INI),2023-01-19,"Mondes virtuels: opportunités, risques et implications stratégiques pour le marché unique",INI,"[""2"", ""3.30.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2198(INI)&l=fr
2021/2158(DEC),2021-06-30,"Décharge 2020 : Budget général de l'UE - 8e, 9e,10e et 11e FED",DEC,"[""8.70.03.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2158(DEC)&l=fr
2021/2237(INI),2021-12-16,Rapport annuel sur la mise en œuvre de l’accord d’association entre l'Union européenne et la République de Moldavie,INI,"[""6.40.15"", ""Moldavie"", ""Pays"", ""6.20.03""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2237(INI)&l=fr
2021/3057(RSP),2022-03-09,"Résolution sur le projet de décision d’exécution de la Commission autorisant la mise sur le marché de produits contenant du coton génétiquement modifié GHB811 (BCS-GH811-4), consistant en ce coton ou produits à partir de celui-ci, en application du règlement (CE) nº 1829/2003 du Parlement européen et du Conseil",RSP,"[""3.10.06.05"", ""3.10.09.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/3057(RSP)&l=fr
2023/0158(CNS),2023-05-17,VAT rules relating to taxable persons who facilitate distance sales of imported goods and the application of the special scheme for distance sales of goods imported from third territories or third countries and special arrangements for declaration and payment of import VAT,CNS,"[""2.70.02""]",En attente de décision finale,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0158(CNS)&l=fr
2022/2118(DEC),2022-06-23,Décharge 2021: Agence européenne pour la sécurité et la santé au travail (EU-OSHA),DEC,"[""8.70.03.11""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2118(DEC)&l=fr
2021/0136(COD),2021-06-03,Un cadre européen relatif à une identité numérique,COD,"[""2.80"", ""3.30.25"", ""3.30.05"", ""1.20.09"", ""4.60.06"", ""2.50.04.02"", ""4.60.08"", ""1.20.05"", ""3.45.05"", ""3.30.06""]",En attente de la position du Conseil en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0136(COD)&l=fr
2022/2184(BUI),2023-03-28,Orientations pour le budget 2024 – Section III,BUI,"[""8.70.54""]",Procédure caduque ou retirée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2184(BUI)&l=fr
2019/2205(INI),2019-12-19,Rapport d'exécution sur les aspects liés à la sécurité routière du paquet «contrôle technique»,INI,"[""3.20.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2205(INI)&l=fr
2023/0113(COD),2023-04-18,Certains aspects de l'exigence minimale de fonds propres et d'engagements éligibles,COD,"[""2.50.04"", ""2.50.03"", ""2.50.10"", ""2.50.08""]",En attente de la position du Conseil en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0113(COD)&l=fr
2022/2007(INI),2022-01-20,Recommandation à la Commission et au vice-président de la Commission/haut représentant de l'Union pour les affaires étrangères et la politique de sécurité sur le partenariat renouvelé avec le voisinage méridional: un nouveau programme pour la Méditerranée,INI,"[""6.40.15"", ""6.40.05""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2007(INI)&l=fr
2022/0372(NLE),2022-11-17,Acte de Genève de l’arrangement de Lisbonne sur les appellations d’origine et les indications géographiques: adhésion de l’Union européenne,NLE,"[""3.50.15""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/0372(NLE)&l=fr
2022/2032(INI),2022-02-04,"La cohésion économique, sociale et territoriale dans l'UE : le 8e rapport sur la cohésion",INI,"[""4.70""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2032(INI)&l=fr
2021/2777(RSP),2021-07-06,Résolution sur la situation au Nicaragua,RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2777(RSP)&l=fr
2021/0809(CNS),2021-12-17,Échange automatisé de données relatives à l'immatriculation des véhicules en Grèce,CNS,"[""1.20.09"", ""Grèce"", ""Pays"", ""7.30""]",En attente de décision finale,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0809(CNS)&l=fr
2021/2136(DEC),2021-06-30,Décharge 2020 : Agence de l'Union européenne pour les chemins de fer (AFE),DEC,"[""8.70.03.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2136(DEC)&l=fr
2020/2246(INI),2020-11-26,Protection des intérêts financiers de l'UE - lutte contre la fraude - rapport annuel 2019,INI,"[""8.70.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2246(INI)&l=fr
2019/2929(RSP),2019-11-28,"Résolution sur Cuba, le cas de José Daniel Ferrer",RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2929(RSP)&l=fr
2020/0230(NLE),2020-09-07,Accord UE/Norvège: modification des concessions pour l’ensemble des contingents tarifaires de la liste CLXXV de l’UE après le retrait du Royaume-Uni de l’Union européenne,NLE,"[""6.20.04"", ""6.20.01"", ""Norvège"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0230(NLE)&l=fr
2021/2135(DEC),2021-06-30,Décharge 2020 : Agence de l’Union européenne pour la cybersécurité (ENISA),DEC,"[""8.70.03.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2135(DEC)&l=fr
2019/2819(RSP),2019-09-18,Résolution sur l’importance de la mémoire européenne pour l’avenir de l’Europe,RSP,"[""6.10.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2819(RSP)&l=fr
2020/2764(RSP),2020-10-05,Résolution sur la garantie pour la jeunesse,RSP,"[""4.40.10"", ""4.15.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2764(RSP)&l=fr
2020/2058(INI),2020-05-15,Plan d’investissement pour une Europe durable - comment financer le Pacte vert,INI,"[""3.70.20"", ""3.60.05"", ""3.70.03"", ""3.60.08"", ""2.50.03""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2058(INI)&l=fr
2020/2683(RSO),2020-06-17,"Décision sur la constitution d’une commission spéciale sur l’ingérence étrangère dans l’ensemble des processus démocratiques de l’Union européenne, y compris la désinformation, et sur la définition de ses attributions, de sa composition numérique et de la durée de son mandat",RSO,"[""3.30.25"", ""3.30.16"", ""8.40.01.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2683(RSO)&l=fr
2022/0345(COD),2022-10-26,Traitement des eaux urbaines résiduaires. Refonte,COD,"[""3.70.04""]",En attente de la position du Parlement en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/0345(COD)&l=fr
2018/0409(NLE),2018-12-07,Accord sur le statut UE/Serbie: actions menées par l’Agence européenne de garde-frontières et de garde-côtes sur le territoire de la Serbie,NLE,"[""Serbie,"", ""Pays"", ""7.10.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2018/0409(NLE)&l=fr
2021/2229(INL),2021-12-16,Composition du Parlement européen,INL,"[""8.40.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2229(INL)&l=fr
2019/2075(DEC),2019-06-27,Décharge 2018 : Fondation européenne pour la formation (ETF),DEC,"[""8.70.03.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2075(DEC)&l=fr
2022/2142(INI),2022-09-15,"Mise en œuvre des clauses ""passerelle"" dans les traités de l'Union européenne",INI,"[""8.30""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2142(INI)&l=fr
2022/2851(RSP),2022-10-05,Résolution sur l’escalade de la guerre d’agression menée par la Russie contre l’Ukraine,RSP,"[""6.10.04"", ""Ukraine"", ""Pays"", ""Russie""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2851(RSP)&l=fr
2022/2581(RSP),2022-03-10,"Résolution sur le Myanmar, un an après le coup d'État",RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2581(RSP)&l=fr
2021/2760(RSP),2021-07-06,"Résolution sur le projet de décision d’exécution de la Commission autorisant la mise sur le marché de produits contenant du soja génétiquement modifié DAS-81419-2 × DAS–44406–6, consistant en ce soja ou produits à partir de celui-ci, en application du règlement (CE) nº 1829/2003 du Parlement européen et du Conseil",RSP,"[""3.10.09.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2760(RSP)&l=fr
2022/2140(INI),2022-09-15,Des transports européens qui fonctionnent pour les femmes,INI,"[""4.10.04"", ""3.20""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2140(INI)&l=fr
2022/2048(INI),2022-06-09,Mise en œuvre de la politique étrangère et de sécurité commune – rapport annuel 2022,INI,"[""6.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2048(INI)&l=fr
2019/2823(RSP),2019-09-19,"Résolution sur l’Iran, notamment la situation des défenseurs des droits des femmes et des binationaux européens emprisonnés",RSP,"[""Iran"", ""Pays"", ""4.10.04"", ""6.10.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2823(RSP)&l=fr
2023/2115(INI),2023-07-12,Dimension de genre de l’augmentation du coût de la vie et des répercussions de la crise énergétique,INI,"[""3.60"", ""4.10.05"", ""4.10.04"", ""5.10.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2115(INI)&l=fr
2019/2860(RSP),2019-11-14,"Résolution sur le projet de décision d'exécution de la Commission autorisant la mise sur le marché de produits contenant du maïs génétiquement modifié Bt11 × MIR162 × MIR604 × 1507 × 5307 × GA21 ou du maïs génétiquement modifié combinant deux, trois, quatre ou cinq des événements uniques Bt11, MIR162, MIR604, 1507, 5307 et GA21, de produits consistant en ces maïs ou produits à partir de ceux-ci, en application du règlement (CE) nº 1829/2003 du Parlement européen et du Conseil",RSP,"[""3.10.09.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2860(RSP)&l=fr
2021/2925(RSP),2021-10-20,Résolution sur le premier anniversaire de l'interdiction de fait de l'avortement en Pologne,RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2925(RSP)&l=fr
2024/2573(RSP),2024-03-12,Résolution sur l’adoption de la mesure spéciale en faveur de la Tunisie pour 2023,RSP,"[""Tunisie"", ""Pays"", ""6.40.05.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2024/2573(RSP)&l=fr
2018/0155(NLE),2018-05-18,Accord UE/Chine: sécurité de l’aviation civile,NLE,"[""Chine"", ""Pays"", ""3.20.15.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2018/0155(NLE)&l=fr
2021/0399(COD),2021-12-01,Échange d'informations et coopération concernant les infractions terroristes: alignement avec les règles de l'Union en matière de protection des données à caractère personnel,COD,"[""1.20.09"", ""7.30.20"", ""7.30.05""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0399(COD)&l=fr
2024/2506(RSP),2024-01-17,Résolution sur le Tadjikistan: répression de l’État contre les médias indépendants,RSP,"[""Tadjikistan"", ""Pays"", ""6.10.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2024/2506(RSP)&l=fr
2020/0154(COD),2020-07-24,Exemption pour certains indices de référence de taux de change de pays tiers et désignation d'indices de référence de remplacement pour certains indices de référence en cessation,COD,"[""2.80"", ""2.50.04"", ""4.60.06"", ""2.50.03"", ""2.50.10"", ""2.50.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0154(COD)&l=fr
2020/0006(COD),2020-01-14,Fonds pour une transition juste,COD,"[""4.70.01"", ""4.70.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0006(COD)&l=fr
2021/0293(COD),2021-09-15,Programme stratégique à l'horizon 2030 «En route vers la décennie numérique»,COD,"[""3.30.25"", ""3.30.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0293(COD)&l=fr
2019/0273(COD),2019-12-12,Respect des règles du commerce international,COD,"[""6.20.04"", ""7.40.02"", ""2.10.02"", ""6.20.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/0273(COD)&l=fr
2022/2006(INI),2022-01-20,Semestre européen pour la coordination des politiques économiques: examen annuel 2022 de la croissance durable,INI,"[""5.05""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2006(INI)&l=fr
2018/0249(COD),2018-06-12,Fonds pour la gestion intégrée des frontières: instrumentde soutien financier dans le domaine de la gestion des frontières et des visas 2021–2027,COD,"[""7.10.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2018/0249(COD)&l=fr
2021/2118(DEC),2021-06-30,Décharge 2020 : Centre de traduction des organes de l'Union européenne (CdT),DEC,"[""8.70.03.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2118(DEC)&l=fr
2021/2151(DEC),2021-06-30,Décharge 2020: entreprise commune européenne pour le calcul à haute performance (EuroHPC),DEC,"[""8.70.03.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2151(DEC)&l=fr
2020/2242(INI),2020-11-26,Une stratégie européenne pour l'hydrogène,INI,"[""3.60.05""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2242(INI)&l=fr
2022/2110(DEC),2022-06-23,Décharge 2021: Observatoire européen des drogues et des toxicomanies (EMCDDA),DEC,"[""8.70.03.11""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2110(DEC)&l=fr
2021/2063(INI),2021-05-20,Banque centrale européenne - rapport annuel 2021,INI,"[""5.20.03""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2063(INI)&l=fr
2020/2027(INI),2020-02-13,Responsabilité des entreprises pour les dommages causés à l'environnement,INI,"[""3.70.16""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2027(INI)&l=fr
2021/2166(INI),2021-10-07,Une meilleure réglementation: unir nos forces pour améliorer la législation,INI,"[""8.50.02"", ""8.50.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2166(INI)&l=fr
2023/2571(RSP),2023-02-13,Résolution sur le suivi des mesures demandées par le Parlement pour renforcer l’intégrité des institutions européennes,RSP,"[""8.40"", ""8.40.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2571(RSP)&l=fr
2021/2881(RSP),2021-10-05,Résolution sur la situation en Biélorussie après une année de manifestations violemment réprimées,RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2881(RSP)&l=fr
2019/2978(RSP),2019-12-18,Résolution sur la situation des droits de l'homme et de la démocratie au Nicaragua,RSP,"[""Nicaragua"", ""Pays"", ""6.10.08"", ""6.10.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2978(RSP)&l=fr
2021/2557(RSP),2021-03-10,Résolution sur la déclaration de l’Union européenne en tant que zone de liberté pour les personnes LGBTIQ,RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2557(RSP)&l=fr
2020/0374(COD),2020-12-15,Législation sur les marchés numériques,COD,"[""3.30.25"", ""1.20.09"", ""2.40"", ""4.60.06"", ""3.45.05"", ""3.30.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0374(COD)&l=fr
2023/2049(INI),2023-04-20,Mise en œuvre du règlement portant organisation commune des marchés dans le secteur des produits de la pêche et de l’aquaculture – règlement (UE) nº 1379/2013,INI,"[""3.15.06"", ""3.15.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2049(INI)&l=fr
2020/2077(INI),2020-05-27,Nouveau plan d’action en faveur d’une économie circulaire,INI,"[""3.70.20"", ""3.40.16"", ""3.70.12""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2077(INI)&l=fr
2022/2147(INI),2022-10-20,Évaluation de la nouvelle communication de la Commission européenne relative aux régions ultrapériphériques,INI,"[""6.30"", ""4.70.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2147(INI)&l=fr
