reference,date,title,type,subject,status,url
2023/2017(INI),2023-02-16,"Parlementarisme, citoyenneté européenne et démocratie",INI,"[""8.30.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2017(INI)&l=fr
2023/2086(INI),2023-06-15,Rapport sur les négociations en cours concernant un accord sur le statut des activités opérationnelles menées par l’Agence européenne de garde-frontières et de garde-côtes (Frontex) au Sénégal,INI,"[""Sénégal"", ""Pays"", ""7.10.04""]",Procédure rejetée  ,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2086(INI)&l=fr
2022/0021(COD),2022-02-02,Normes européennes et publications en matière de normalisation européenne: décisions des organisations européennes de normalisation,COD,"[""2.10.03""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/0021(COD)&l=fr
2023/2760(RSP),2023-09-12,"Résolution sur le projet de décision d’exécution de la Commission autorisant la mise sur le marché de produits contenant du maïs génétiquement modifié GA21 × T25, consistant en ce maïs ou produits à partir de celui-ci, en application du règlement (CE) nº 1829/2003 du Parlement européen et du Conseil",RSP,"[""3.10.09.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2760(RSP)&l=fr
2023/0152(BUD),2023-06-06,Mobilisation du Fonds européen d'ajustement à la mondialisation: licenciements dans les services auxiliaires des transports en Belgique,BUD,"[""4.15.05"", ""Belgique"", ""Pays"", ""3.20.10"", ""8.70.53""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0152(BUD)&l=fr
2020/2116(INI),2020-09-17,La protection des droits de l’homme et la politique migratoire extérieure de l’UE,INI,"[""6.10.09"", ""7.10.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2116(INI)&l=fr
2020/2732(RSP),2020-07-23,Résolution sur les conclusions de la réunion extraordinaire du Conseil européen du 17 au 21 juillet 2020,RSP,"[""8.40.14""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2732(RSP)&l=fr
2021/2164(INI),2021-10-07,Cohérence des politiques au service du développement,INI,"[""6.30""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2164(INI)&l=fr
2020/2779(RSP),2020-09-15,Résolution sur la situation en Biélorussie,RSP,"[""6.10.04"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2779(RSP)&l=fr
2024/2617(RSP),2024-03-13,"Résolution sur l’environnement répressif en Afghanistan, notamment les exécutions publiques et les violences à l’égard des femmes",RSP,"[""4.10.09"", ""Afghanistan"", ""Pays"", ""6.10.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2024/2617(RSP)&l=fr
2023/2051(INL),2023-04-20,Cadre de l’Union pour la situation sociale et professionnelle des artistes et des travailleurs des secteurs de la culture et de la création,INL,"[""3.30.01"", ""3.40.10"", ""4.45""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2051(INL)&l=fr
2023/2072(INI),2023-06-15,Les implications en matière de sécurité et de défense de l’influence de la Chine sur les infrastructures critiques dans l’Union européenne,INI,"[""7.30.20"", ""Chine"", ""Pays"", ""7.30.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2072(INI)&l=fr
2022/2004(INI),2022-01-20,"Les conséquences de la fermeture des activités éducatives, culturelles, sportives et de jeunesse en raison de la COVID-19 pour les enfants et les jeunes dans l'UE",INI,"[""4.10.03"", ""4.40.10"", ""4.20.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2004(INI)&l=fr
2023/0363(COD),2023-10-17,Modification de certains règlements sur les services financiers et le soutien à l’investissement en ce qui concerne certaines obligations d’information,COD,"[""2.50.04"", ""4.70.01"", ""8.40.08"", ""2.50.03"", ""2.50.08""]",En attente de la position du Conseil en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0363(COD)&l=fr
2020/0051(COD),2020-04-03,Introduction de mesures commerciales exceptionnelles en faveur des pays et territoires participants ou liés au processus de stabilisation et d'association mis en œuvre par l'Union européenne,COD,"[""6.40.15"", ""6.20.03"", ""6.40.03""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0051(COD)&l=fr
2021/2234(INI),2021-12-16,Rapport annuel 2020 sur la protection des intérêts financiers de l’Union – lutte contre la fraude,INI,"[""8.70.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2234(INI)&l=fr
2023/2506(RSP),2023-01-18,"Résolution sur la situation des journalistes au Maroc, en particulier le cas d’Omar Radi",RSP,"[""Maroc"", ""Pays"", ""6.10.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2506(RSP)&l=fr
2021/0219(COD),2021-07-15,Organismes de placement collectif en valeurs mobilières (OPCVM): l'utilisation de documents d'informations clés,COD,"[""2.50.03"", ""2.50.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0219(COD)&l=fr
2018/0193(COD),2018-05-30,Contrôle des pêches,COD,"[""3.15.04"", ""3.15.06"", ""3.15.01"", ""3.15.07""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2018/0193(COD)&l=fr
2020/2206(INI),2020-10-22,Mise en œuvre de la politique étrangère et de sécurité commune - rapport annuel 2020,INI,"[""6.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2206(INI)&l=fr
2023/0106(BUD),2023-04-20,Mobilisation du Fonds européen d’ajustement à la mondialisation: demande EGF/2023/000 TA 2023 - Assistance technique sur l’initiative de la Commission,BUD,"[""4.15.05"", ""8.70.53""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0106(BUD)&l=fr
2021/2620(RSP),2021-11-22,Résolution sur l’introduction d’un passeport européen de sécurité sociale pour améliorer la mise en application numérique des droits de sécurité sociale et d’une mobilité équitable,RSP,"[""7.10"", ""4.15.12"", ""1.20.09"", ""4.15.04"", ""2.30""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2620(RSP)&l=fr
2023/2595(RSP),2023-03-14,Résolution sur les défis auxquels la République de Moldavie se trouve confrontée,RSP,"[""6.40.02"", ""Moldavie"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2595(RSP)&l=fr
2020/0174(CNS),2020-08-11,Régime de l'octroi de mer dans les régions ultrapériphériques françaises: durée d'application,CNS,"[""Martinique"", ""Pays"", ""Guadeloupe"", ""Mayotte"", ""2.70.02"", ""Réunion"", ""Guyane"", ""4.70.06"", ""France""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0174(CNS)&l=fr
2021/0377(COD),2021-11-25,Amendements au règlement relatif aux fonds européens d'investissement à long terme (ELTIF),COD,"[""2.50.05"", ""2.50.03"", ""2.50.10"", ""2.50.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0377(COD)&l=fr
2022/0111(COD),2022-04-21,"Commission internationale pour la conservation des thonidésde l’Atlantique (CICTA): modifications aux mesures de gestion, de conservation et de contrôle applicables dans la zone de la convention",COD,"[""3.15.04"", ""3.15.01"", ""3.15.15""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/0111(COD)&l=fr
2019/2060(DEC),2019-06-27,"Décharge 2018: Budget général UE, Comité économique et social européen",DEC,"[""8.70.03.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2060(DEC)&l=fr
2023/2074(INI),2023-06-15,Santé mentale,INI,"[""4.20""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2074(INI)&l=fr
2018/0228(COD),2018-06-06,Mécanisme pour l’interconnexion en Europe 2021–2027,COD,"[""3.20.11"", ""3.60.06"", ""3.30.20""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2018/0228(COD)&l=fr
2020/2012(INL),2020-01-16,"Cadre des aspects éthiques de l’intelligence artificielle, de la robotique et des technologies y afférentes",INL,"[""3.30.16"", ""3.40.06"", ""3.30.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2012(INL)&l=fr
2021/2057(INI),2021-05-20,"Le rôle de la culture, de l’éducation, des médias et du sport dans la lutte contre le racisme",INI,"[""3.30.08"", ""7.30.08"", ""4.40"", ""4.10.13"", ""4.45""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2057(INI)&l=fr
2019/2074(DEC),2019-06-27,"Décharge 2018: Eurojust, Unité de coopération judiciaire de l'Union européenne",DEC,"[""8.70.03.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2074(DEC)&l=fr
2020/2276(INI),2021-01-21,Une nouvelle approche de la stratégie maritime pour la région atlantique,INI,"[""3.70.05"", ""3.60.05"", ""3.70.01"", ""3.70.04"", ""3.20.09"", ""4.50"", ""3.50.04"", ""3.20.15.06"", ""4.70.05"", ""4.40.15""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2276(INI)&l=fr
2021/2878(RSP),2021-09-14,Résolution sur la situation au Liban,RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2878(RSP)&l=fr
2023/0272(COD),2023-07-14,"Mercure: amalgames dentaires et les autres produits contenant du mercure ajouté faisant l’objet de restrictions de fabrication, d’importation et d’exportation",COD,"[""3.70.13"", ""3.60.01"", ""6.20.02""]",En attente de la position du Parlement en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0272(COD)&l=fr
2023/2511(RSP),2023-01-17,Résolution sur la réaction de l’Union européenne face aux manifestations et aux exécutions en Iran,RSP,"[""Iran"", ""Pays"", ""6.10.04"", ""6.10.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2511(RSP)&l=fr
2023/3018(RSP),2024-02-08,Résolution sur les accords d’association en vue de la participation de pays tiers aux programmes de l’Union,RSP,"[""6.20.03"", ""3.50.20""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/3018(RSP)&l=fr
2022/2580(RSP),2022-03-10,Résolution sur la situation des journalistes et des défenseurs des droits de l’homme au Mexique,RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2580(RSP)&l=fr
2022/2129(DEC),2022-06-23,Décharge 2021: entreprise commune européenne pour ITER et le développement de l'énergie de fusion (Fusion for Energy),DEC,"[""8.70.03.11""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2129(DEC)&l=fr
2021/2026(INL),2021-04-29,Programmes d’octroi de citoyenneté et de résidence contre investissement,INL,"[""7.10"", ""2.50.03""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2026(INL)&l=fr
2023/2184(INL),2023-07-12,Promotion de la liberté de la recherche scientifique dans l'UE,INL,"[""3.50.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2184(INL)&l=fr
2020/2535(RSP),2020-05-13,"Résolution sur le projet de décision d’exécution de la Commission autorisant la mise sur le marché de produits contenant du soja génétiquement modifié MON 87708 × MON 89788 × A5547-127, consistant en ce soja ou produits à partir de celui‑ci",RSP,"[""3.10.09.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2535(RSP)&l=fr
2020/2120(INI),2020-09-17,Vers un renforcement du partenariat avec les régions ultrapériphériques de l’Union,INI,"[""4.70.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2120(INI)&l=fr
2019/2213(BUD),2020-05-28,Orientations pour le budget 2020 - Section III,BUD,"[""8.70.51""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2213(BUD)&l=fr
2023/0156(COD),2023-05-17,Mettre en place le code des douanes de l'Union et l'Autorité douanière de l'UE,COD,"[""6.20.04"", ""2.10.01""]",En attente de la position du Conseil en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0156(COD)&l=fr
2020/2256(INI),2020-12-17,État des capacités de cyberdéfense de l’Union,INI,"[""6.10.02"", ""3.30.07""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2256(INI)&l=fr
2022/0417(COD),2022-12-13,Redevances et droits dus à l’Agence européenne des médicaments,COD,"[""8.40.08"", ""4.20.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/0417(COD)&l=fr
2020/0067(COD),2020-04-29,Fourniture de services portuaires et transparence financière des ports: octroi davantage de souplesse aux organes de gestion ou aux autorités compétentes au regard de la perception des redevances d'infrastructure portuaire dans le contexte de l'épidémie de COVID-19,COD,"[""2.80"", ""4.20"", ""3.20.03"", ""2.40"", ""4.20.01"", ""3.20.09"", ""2.40.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0067(COD)&l=fr
2021/0129(COD),2021-05-18,"Dispositions transitoires applicables à certains engins équipés de moteurs dont la plage de puissance se situe entre 56 kW et 130 kW ou est supérieure à 300 kW, pour faire face aux effets de la crise liée à la COVID-19",COD,"[""2.10.03"", ""3.70.02"", ""3.40.03""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0129(COD)&l=fr
2022/2865(RSP),2022-10-04,Résolution sur la situation au Burkina Faso à la suite du coup d’État,RSP,"[""6.10.04"", ""Burkina"", ""Pays"", ""6.10.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2865(RSP)&l=fr
2020/2221(INI),2020-11-26,"L'incidence de la criminalité organisée sur les ressources propres de l'UE et sur le détournement des fonds européens, en particulier dans le domaine de la gestion partagée",INI,"[""8.70.04"", ""7.30.30.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2221(INI)&l=fr
2021/2544(RSP),2021-02-11,Résolution sur la situation des droits de l'homme au Kazakhstan,RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2544(RSP)&l=fr
2021/0107(BUD),2021-04-27,Mobilisation du Fonds européen d’ajustement à la mondialisation: licenciements dans l'industrie métallurgique en Allemagne,BUD,"[""Allemagne"", ""Pays"", ""4.15.05"", ""8.70.51"", ""3.40.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0107(BUD)&l=fr
2019/2733(RSP),2019-07-18,Résolution sur la situation à la frontière entre les États-Unis et le Mexique,RSP,"[""États-Unis"", ""Pays"", ""Mexique"", ""7.10.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2733(RSP)&l=fr
